id,hadith_id,source,chapter_no,hadith_no,chapter,chain_indx,text_ar,text_en
255,33368, Jami' al-Tirmidhi ,47, 3459 ,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم,"30480, 20354, 11060",حدثنا هناد، حدثنا أبو معاوية، عن الأعمش، نحوه ‏.‏ قال هذا حديث حسن صحيح ‏.‏,
261,33374, Jami' al-Tirmidhi ,47, 3465 ,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم,"30160, 20173, 20020, 11655, 20012, 11655",حدثنا محمد بن بشار، حدثنا محمد بن جعفر، حدثنا شعبة، عن المغيرة بن النعمان، نحوه ‏.‏ قال هذا حديث حسن صحيح ‏.‏ ورواه سفيان الثوري عن المغيرة بن النعمان نحوه ‏.‏ قال أبو عيسى كأنه تأوله على أهل الردة ‏.‏,
265,33378, Jami' al-Tirmidhi ,47, 3469 ,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم,"30367, 20023, 11207, 11013",حدثنا قتيبة، حدثنا الليث، عن عقيل، عن الزهري، عن النبي صلى الله عليه وسلم نحوه ‏.‏,
269,33382, Jami' al-Tirmidhi ,47, 3473 ,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم,"30369, 20121, 20475, 11013, 30313, 30026, 30123, 20121, 20475",حدثنا محمد بن أبان، حدثنا عبد الرزاق، عن يونس بن سليم، عن يونس بن يزيد، عن الزهري، بهذا الإسناد نحوه بمعناه ‏.‏ قال أبو عيسى هذا أصح من الحديث الأول سمعت إسحاق بن منصور، يقول روى أحمد بن حنبل، وعلي بن المديني، وإسحاق بن إبراهيم، عن عبد الرزاق، عن يونس بن سليم، عن يونس بن يزيد، عن الزهري، هذا الحديث ‏.‏ قال أبو عيسى ومن سمع من عبد الرزاق، قديما فإنهم إنما يذكرون فيه عن يونس بن يزيد وبعضهم لا يذكر فيه عن يونس بن يزيد ومن ذكر فيه يونس بن يزيد فهو أصح وكان عبد الرزاق ربما ذكر في هذا الحديث يونس بن يزيد وربما لم يذكره وإذا لم يذكر فيه يونس فهو مرسل ‏.‏,
279,33392, Jami' al-Tirmidhi ,47, 3483 ,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم,"30160, 20033, 20012, 11067, 11060, 11353, 11644, 16",حدثنا محمد بن بشار، بندار حدثنا عبد الرحمن بن مهدي، حدثنا سفيان، عن منصور، والأعمش، عن أبي وائل، عن عمرو بن شرحبيل، عن عبد الله، عن النبي صلى الله عليه وسلم بمثله ‏.‏ قال أبو عيسى هذا حديث حسن صحيح ‏.‏,
281,33394, Jami' al-Tirmidhi ,47, 3485 ,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم,"30170, 20173, 20020, 11353, 16",حدثنا محمد بن المثنى، حدثنا محمد بن جعفر، عن شعبة، عن واصل، عن أبي وائل، عن عبد الله، عن النبي صلى الله عليه وسلم نحوه ‏.‏ قال وهكذا روى شعبة عن واصل عن أبي وائل عن عبد الله ولم يذكر فيه عمرو بن شرحبيل ‏.‏,
284,33397, Jami' al-Tirmidhi ,47, 3488 ,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم,"20387, 20588, 11368, 579, 13",حدثنا علي بن حجر، حدثنا شعيب بن صفوان، عن عبد الملك بن عمير، عن موسى بن طلحة، عن أبي هريرة، عن النبي صلى الله عليه وسلم نحوه بمعناه ‏.‏,
290,33403, Jami' al-Tirmidhi ,47, 3494 ,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم,"30423, 20546, 11274",حدثنا أحمد بن عبدة الضبي، حدثنا سليم بن أخضر، عن حاتم بن أبي صغيرة، بهذا الإسناد نحوه ‏.‏,
300,33413, Jami' al-Tirmidhi ,47, 3504 ,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم,"30553, 30184, 20321",حدثنا عبد بن حميد، حدثني أحمد بن يونس، حدثنا زهير، نحوه ‏.‏ قال أبو عيسى هذا حديث حسن ‏.‏,
309,33422, Jami' al-Tirmidhi ,47, 3513 ,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم,"11585, 11052, 11018, 53",قد روي عن داود بن أبي هند، عن الشعبي، عن مسروق، عن عائشة، قالت لو كان النبي صلى الله عليه وسلم كاتما شيئا من الوحى لكتم هذه الآية ‏:‏ ‏(‏ إذ تقول للذي أنعم الله عليه وأنعمت عليه ‏)‏ الآية هذا الحرف لم يرو بطوله ‏.‏ حدثنا بذلك عبد الله بن وضاح الكوفي حدثنا عبد الله بن إدريس عن داود بن أبي هند ‏.‏,
327,33440, Jami' al-Tirmidhi ,47, 3531 ,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم,"11013, 11045, 17",وقد روي هذا الحديث، عن الزهري، عن علي بن الحسين، عن ابن عباس، عن رجال، من الأنصار رضى الله عنهم قالوا كنا عند النبي صلى الله عليه وسلم ‏.‏ وروى الأوزاعي عن الزهري عن عبيد الله عن ابن عباس عن رجال من الأنصار قالوا كنا عند النبي صلى الله عليه وسلم ‏.‏ فذكر نحوه بمعناه حدثنا بذلك الحسين بن حريث حدثنا الوليد بن مسلم حدثنا الأوزاعي ‏.‏,
336,33449, Jami' al-Tirmidhi ,47, 3540 ,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم,"20012, 11232, 30160, 20031, 20012",وروى يحيى بن سعيد، عن سفيان، عن الأعمش، نحو هذا الحديث وقال يحيى بن عمارة حدثنا بندار، حدثنا يحيى بن سعيد، عن سفيان، نحوه عن الأعمش، ‏.‏,
354,33467, Jami' al-Tirmidhi ,47, 3558 ,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم,"30277, 20032, 20012, 11060, 11378, 10838, 16",حدثنا محمود بن غيلان، حدثنا وكيع، حدثنا سفيان، عن الأعمش، عن عمارة بن عمير، عن وهب بن ربيعة، عن عبد الله، نحوه ‏.‏,
367,33480, Jami' al-Tirmidhi ,47, 3571 ,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم,"34041, 108, 10606",وحدثنا بشر بن معاذ، حدثنا عبد الله بن جعفر، عن العلاء، نحوه إلا أنه قال معلق بالثريا ‏.‏,
375,33488, Jami' al-Tirmidhi ,47, 3579 ,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم,"20212, 11585, 11052, 1903",حدثنا أبو سلمة، يحيى بن خلف حدثنا بشر بن المفضل، عن داود بن أبي هند، عن الشعبي، عن أبي جبيرة بن الضحاك، نحوه ‏.‏ قال أبو عيسى هذا حديث حسن صحيح ‏.‏,
403,33516, Jami' al-Tirmidhi ,47, 3607 ,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم,"20246, 11359, 5, 20031",ورواه سفيان الثوري عن عبد الأعلى، عن أبي عبد الرحمن السلمي، عن علي، نحوه ولم يرفعه ‏.‏ حدثنا بذلك، محمد بن بشار حدثنا يحيى بن سعيد، عن سفيان، ‏.‏,
406,33519, Jami' al-Tirmidhi ,47, 3610 ,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم,"11049, 11023",وروى أبو بكر بن عياش، عن أبي إسحاق، عن عكرمة، عن النبي صلى الله عليه وسلم نحو حديث شيبان عن أبي إسحاق ولم يذكر فيه عن ابن عباس حدثنا بذلك هاشم بن الوليد الهروي حدثنا أبو بكر بن عياش ‏.‏,
413,33526, Jami' al-Tirmidhi ,47, 3617 ,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم,"20317, 14069, 11050, 20317, 14069, 11050",وروى بعضهم، هذا الحديث عن حفص بن غياث، عن حبيب بن أبي عمرة، عن سعيد بن جبير، مرسلا ولم يذكر فيه عن ابن عباس، ‏.‏ حدثني بذلك عبد الله بن عبد الرحمن، حدثنا هارون بن معاوية، عن حفص بن غياث، عن حبيب بن أبي عمرة، عن سعيد بن جبير، عن النبي صلى الله عليه وسلم مرسلا ‏.‏ قال أبو عيسى سمع مني محمد بن إسماعيل هذا الحديث ‏.‏,
417,33530, Jami' al-Tirmidhi ,47, 3621 ,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم,"20115, 11433, 11053",قال معمر فأخبرني ابن طاوس، عن أبيه، قال ما مست يد رسول الله صلى الله عليه وسلم يد امرأة إلا امرأة يملكها ‏.‏ قال أبو عيسى هذا حديث حسن صحيح ‏.‏,
423,33536, Jami' al-Tirmidhi ,47, 3627 ,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم,"30242, 20468, 15097, 11342, 34",حدثنا أحمد بن منيع، حدثنا هشيم، أخبرنا حصين، عن سالم بن أبي الجعد، عن جابر، عن النبي صلى الله عليه وسلم بنحوه ‏.‏ قال أبو عيسى هذا حديث حسن صحيح ‏.‏,
432,33545, Jami' al-Tirmidhi ,47, 3636 ,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم,"11013, 10511, 53","قال الزهري فأخبرني عروة، عن عائشة، قالت فلما مضت تسع وعشرون دخل على النبي صلى الله عليه وسلم بدأ بي فقال ‏""‏ يا عائشة إني ذاكر لك شيئا فلا تعجلي حتى تستأمري أبويك ‏""‏ ‏.‏ قالت ثم قرأ هذه الآية ‏(‏ يا أيها النبي قل لأزواجك ‏)‏ الآية ‏.‏ قالت علم والله أن أبوى لم يكونا يأمراني بفراقه فقلت أفي هذا أستأمر أبوى فإني أريد الله ورسوله والدار الآخرة ‏.‏ قال معمر فأخبرني أيوب أن عائشة قالت له يا رسول الله لا تخبر أزواجك أني اخترتك ‏.‏ فقال النبي صلى الله عليه وسلم ‏""‏ إنما بعثني الله مبلغا ولم يبعثني متعنتا ‏""‏ ‏.‏ قال هذا حديث حسن صحيح غريب قد روي من غير وجه عن ابن عباس ‏.‏",
438,33551, Jami' al-Tirmidhi ,47, 3642 ,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم,17,قال وبهذا الإسناد عن ابن عباس، قال قول الجن لقومهم ‏(‏لما قام عبد الله يدعوه كادوا يكونون عليه لبدا ‏)‏ قال لما رأوه يصلي وأصحابه يصلون بصلاته فيسجدون بسجوده قال تعجبوا من طواعية أصحابه له قالوا لقومهم ‏:‏ ‏(‏لما قام عبد الله يدعوه كادوا يكونون عليه لبدا ‏)‏ ‏.‏ قال هذا حديث حسن صحيح ‏.‏,
446,33559, Jami' al-Tirmidhi ,47, 3650 ,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم,"20012, 11028, 20338",وروى الأشجعي، عن سفيان، عن ثوير، عن مجاهد، عن ابن عمر، قوله ولم يرفعه ولا نعلم أحدا ذكر فيه عن مجاهد غير الثوري ‏.‏ حدثنا بذلك أبو كريب حدثنا عبيد الله الأشجعي عن سفيان ‏.‏ ثوير يكنى أبا جهم وأبو فاختة اسمه سعيد بن علاقة ‏.‏,
454,33567, Jami' al-Tirmidhi ,47, 3658 ,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم,"38265, 20025, 20197",حدثنا سويد بن نصر، أخبرنا عبد الله بن المبارك، عن عثمان بن الأسود، بهذا الإسناد نحوه ‏.‏,
455,33568, Jami' al-Tirmidhi ,47, 3659 ,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم,"30369, 20259, 11015, 11090, 53",حدثنا محمد بن أبان، وغير، واحد، قالوا حدثنا عبد الوهاب الثقفي، عن أيوب، عن ابن أبي مليكة، عن عائشة، عن النبي صلى الله عليه وسلم نحوه ‏.‏,
458,33571, Jami' al-Tirmidhi ,47, 3662 ,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم,"20387, 25244, 12527",حدثنا علي بن حجر، حدثنا قران بن تمام الأسدي، عن موسى بن عبيدة، بهذا الإسناد نحوه ‏.‏ وموسى بن عبيدة الربذي يكنى أبا عبد العزيز وقد تكلم فيه يحيى وغيره من قبل حفظه ‏.‏ وقد روى شعبة والثوري وغير واحد من الأئمة عنه ‏.‏,
472,33585, Jami' al-Tirmidhi ,47, 3676 ,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم,"20387, 20345, 10962, 19",حدثنا علي بن حجر، حدثنا علي بن مسهر، عن المختار بن فلفل، عن أنس، نحوه ‏.‏,
475,33588, Jami' al-Tirmidhi ,47, 3679 ,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم,"30160, 20173, 20020",حدثنا محمد بن بشار، حدثنا محمد بن جعفر، حدثنا شعبة، بهذا الإسناد نحوه ‏.‏,
484,33597, Jami' al-Tirmidhi ,47, 3688 ,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم,"30160, 20173, 20020, 11419",حدثنا محمد بن بشار، حدثنا محمد بن جعفر، حدثنا شعبة، عن أبي بشر، بهذا الإسناد نحوه إلا أنه قال فقال له عبد الرحمن بن عوف أتسأله ولنا ابن مثله ‏.‏ هذا حديث حسن صحيح ‏.‏,
9,33858, Jami' al-Tirmidhi ,49, 3973 ,Chapters on Virtues - كتاب المناقب عن رسول الله صلى الله عليه وسلم,,"وبهذا الإسناد عن النبي صلى الله عليه وسلم قال ‏""‏ إذا كان يوم القيامة كنت إمام النبيين وخطيبهم وصاحب شفاعتهم غير فخر ‏""‏ ‏.‏ قال أبو عيسى هذا حديث حسن صحيح غريب ‏.‏",
34,33883, Jami' al-Tirmidhi ,49, 3998 ,Chapters on Virtues - كتاب المناقب عن رسول الله صلى الله عليه وسلم,"35047, 20724",حدثنا سفيان بن وكيع، حدثنا أبي، عن المسعودي، بهذا الإسناد نحوه ‏.‏,
60,33909, Jami' al-Tirmidhi ,49, 4024 ,Chapters on Virtues - كتاب المناقب عن رسول الله صلى الله عليه وسلم,"30242, 20005, 11368, 20005, 20320",حدثنا أحمد بن منيع، وغير، واحد، قالوا حدثنا سفيان بن عيينة، عن عبد الملك بن عمير، نحوه وكان سفيان بن عيينة يدلس في هذا الحديث فربما ذكره عن زائدة عن عبد الملك بن عمير وربما لم يذكر فيه عن زائدة ‏.‏ قال أبو عيسى هذا حديث حسن ‏.‏ وفيه عن ابن مسعود ‏.‏ وروى سفيان الثوري هذا الحديث عن عبد الملك بن عمير عن مولى لربعي عن ربعي عن حذيفة عن النبي صلى الله عليه وسلم ‏.‏ وقد روي هذا الحديث من غير هذا الوجه أيضا عن ربعي عن حذيفة عن النبي صلى الله عليه وسلم ‏.‏ ورواه سالم الأنعمي كوفي عن ربعي بن حراش عن حذيفة عن النبي صلى الله عليه وسلم ‏.‏,
66,33915, Jami' al-Tirmidhi ,49, 4030 ,Chapters on Virtues - كتاب المناقب عن رسول الله صلى الله عليه وسلم,"20020, 11286, 10721, 20436, 20033, 20020, 11286, 10721, 38",وروى بعضهم، عن شعبة، عن الجريري، عن أبي نضرة، قال قال أبو بكر وهذا أصح ‏.‏ حدثنا بذلك، محمد بن بشار حدثنا عبد الرحمن بن مهدي، عن شعبة، عن الجريري، عن أبي نضرة، قال قال أبو بكر فذكر نحوه بمعناه ولم يذكر فيه عن أبي سعيد وهذا أصح ‏.‏,
77,33926, Jami' al-Tirmidhi ,49, 4041 ,Chapters on Virtues - كتاب المناقب عن رسول الله صلى الله عليه وسلم,"30160, 20173, 20020",حدثنا محمد بن بشار، حدثنا محمد بن جعفر، حدثنا شعبة، بهذا الإسناد نحوه ‏.‏ قال أبو عيسى هذا حديث حسن صحيح ‏.‏,
96,33945, Jami' al-Tirmidhi ,49, 4060 ,Chapters on Virtues - كتاب المناقب عن رسول الله صلى الله عليه وسلم,"30160, 20173, 20020, 11063",حدثنا محمد بن بشار، حدثنا محمد بن جعفر، حدثنا شعبة، عن سعد بن إبراهيم، نحوه ‏.‏ قال أبو عيسى هذا حديث حسن صحيح ‏.‏,
149,33998, Jami' al-Tirmidhi ,49, 4113 ,Chapters on Virtues - كتاب المناقب عن رسول الله صلى الله عليه وسلم,"20167, 11193, 10561",أخبرنا أبو مصعب، قراءة عن عبد العزيز بن محمد، عن عبد الرحمن بن حميد، عن أبيه، عن النبي صلى الله عليه وسلم نحوه ولم يذكر فيه عن عبد الرحمن بن عوف ‏.‏ قال وقد روي هذا الحديث عن عبد الرحمن بن حميد عن أبيه عن سعيد بن زيد عن النبي صلى الله عليه وسلم نحو هذا وهذا أصح من الحديث الأول ‏.‏,
160,34009, Jami' al-Tirmidhi ,49, 4124 ,Chapters on Virtues - كتاب المناقب عن رسول الله صلى الله عليه وسلم,"30242, 20020, 15085, 15317, 11",حدثنا أحمد بن منيع، حدثنا الحجاج بن محمد، حدثني شعبة، عن الحر بن الصباح، عن عبد الرحمن بن الأخنس، عن سعيد بن زيد، عن النبي صلى الله عليه وسلم نحوه بمعناه ‏.‏ قال هذا حديث حسن ‏.‏,
169,34018, Jami' al-Tirmidhi ,49, 4133 ,Chapters on Virtues - كتاب المناقب عن رسول الله صلى الله عليه وسلم,"35047, 20311",حدثنا سفيان بن وكيع، حدثنا أبي، عن إسرائيل، نحوه ‏.‏,
173,34022, Jami' al-Tirmidhi ,49, 4137 ,Chapters on Virtues - كتاب المناقب عن رسول الله صلى الله عليه وسلم,"35047, 20028, 20356, 20304",حدثنا سفيان بن وكيع، حدثنا جرير، ومحمد بن فضيل، عن يزيد، نحوه ‏.‏ قال أبو عيسى هذا حديث حسن صحيح ‏.‏ وابن أبي نعم هو عبد الرحمن بن أبي نعم البجلي الكوفي ويكنى أبا الحكم ‏.‏,
205,34054, Jami' al-Tirmidhi ,49, 4169 ,Chapters on Virtues - كتاب المناقب عن رسول الله صلى الله عليه وسلم,"30277, 20032, 20012, 11368, 11334, 145","حدثنا محمود بن غيلان، حدثنا وكيع، حدثنا سفيان، عن عبد الملك بن عمير، عن هلال، مولى ربعي عن ربعي بن حراش، عن حذيفة، قال كنا جلوسا عند النبي صلى الله عليه وسلم فقال ‏""‏ إني لا أدري ما قدر بقائي فيكم فاقتدوا باللذين من بعدي وأشار إلى أبي بكر وعمر واهتدوا بهدى عمار وما حدثكم ابن مسعود فصدقوه ‏""‏ ‏.‏ هذا حديث حسن ‏.‏ وروى إبراهيم بن سعد هذا الحديث عن سفيان الثوري عن عبد الملك بن عمير عن هلال مولى ربعي عن ربعي عن حذيفة عن النبي صلى الله عليه وسلم نحوه ‏.‏ وقد روى سالم المرادي كوفي عن عمرو بن هرم عن ربعي بن حراش عن حذيفة عن النبي صلى الله عليه وسلم نحو هذا ‏.‏",
223,34072, Jami' al-Tirmidhi ,49, 4187 ,Chapters on Virtues - كتاب المناقب عن رسول الله صلى الله عليه وسلم,"20387, 20155, 11183, 18",حدثنا علي بن حجر، حدثنا إسماعيل بن جعفر، عن عبد الله بن دينار، عن ابن عمر، عن النبي صلى الله عليه وسلم نحو حديث مالك بن أنس ‏.‏,
258,34107, Jami' al-Tirmidhi ,49, 4222 ,Chapters on Virtues - كتاب المناقب عن رسول الله صلى الله عليه وسلم,"11222, 20280",حدثنا محمد بن يحيى، حدثنا محمد بن عبد الله الأنصاري، نحوه ولم يذكر فيه قول الأنصاري ‏.‏,
262,34111, Jami' al-Tirmidhi ,49, 4226 ,Chapters on Virtues - كتاب المناقب عن رسول الله صلى الله عليه وسلم,"30480, 20102, 11060, 11353, 149",حدثنا هناد، حدثنا ابن إدريس، عن الأعمش، عن أبي وائل، شقيق بن سلمة عن خباب بن الأرت، نحوه ‏.‏,
271,34120, Jami' al-Tirmidhi ,49, 4235 ,Chapters on Virtues - كتاب المناقب عن رسول الله صلى الله عليه وسلم,"30115, 20354, 11060, 11161, 38",حدثنا الحسن بن علي الخلال، - وكان حافظا - حدثنا أبو معاوية، عن الأعمش، عن أبي صالح، عن أبي سعيد، عن النبي صلى الله عليه وسلم نحوه ‏.‏,
311,34160, Jami' al-Tirmidhi ,49, 4275 ,Chapters on Virtues - كتاب المناقب عن رسول الله صلى الله عليه وسلم,,"قال وبهذا الإسناد عن النبي صلى الله عليه وسلم قال ‏""‏ لو سلك الناس واديا أو شعبا لكنت مع الأنصار ‏""‏ ‏.‏ قال هذا حديث حسن ‏.‏",
314,34163, Jami' al-Tirmidhi ,49, 4278 ,Chapters on Virtues - كتاب المناقب عن رسول الله صلى الله عليه وسلم,"30242, 20468, 10664, 11310, 11019, 11310",حدثنا أحمد بن منيع، حدثنا هشيم، أخبرنا علي بن زيد بن جدعان، حدثنا النضر بن أنس، ‏.‏ وقد رواه قتادة عن النضر بن أنس، عن زيد بن أرقم، ‏.‏,
318,34167, Jami' al-Tirmidhi ,49, 4282 ,Chapters on Virtues - كتاب المناقب عن رسول الله صلى الله عليه وسلم,"30553, 20184, 20150, 11176, 11013",حدثنا عبد بن حميد، قال أخبرني يعقوب بن إبراهيم بن سعد، قال حدثني أبي، عن صالح بن كيسان، عن ابن شهاب، بهذا الإسناد نحوه ‏.‏,
322,34171, Jami' al-Tirmidhi ,49, 4286 ,Chapters on Virtues - كتاب المناقب عن رسول الله صلى الله عليه وسلم,"20367, 11060",حدثنا عبد الوهاب الوراق، حدثنا يحيى بن سعيد الأموي، عن الأعمش، نحوه ‏.‏,
331,34180, Jami' al-Tirmidhi ,49, 4295 ,Chapters on Virtues - كتاب المناقب عن رسول الله صلى الله عليه وسلم,,"وبهذا الإسناد عن النبي صلى الله عليه وسلم قال ‏""‏ صلاة في مسجدي هذا خير من ألف صلاة فيما سواه من المساجد إلا المسجد الحرام ‏""‏ ‏.‏ قال هذا حديث حسن صحيح وقد روي عن أبي هريرة رضى الله عنه عن النبي صلى الله عليه وسلم من غير وجه ‏.‏",
352,34201, Jami' al-Tirmidhi ,49, 4316 ,Chapters on Virtues - كتاب المناقب عن رسول الله صلى الله عليه وسلم,"30160, 20033, 20675, 19370, 13",حدثنا محمد بن بشار، حدثنا عبد الرحمن بن مهدي، عن معاوية بن صالح، عن أبي مريم الأنصاري، عن أبي هريرة، نحوه ولم يرفعه ‏.‏ وهذا أصح من حديث زيد بن حباب ‏.‏,
361,34210, Jami' al-Tirmidhi ,49, 4325 ,Chapters on Virtues - كتاب المناقب عن رسول الله صلى الله عليه وسلم,20587,حدثنا عبد الرحمن بن واقد أبو مسلم، حدثنا شريك، بهذا الإسناد نحوه ‏.‏ وعبد الله بن عصم يكنى أبا علوان وهو كوفي ‏.‏ قال هذا حديث حسن غريب لا نعرفه إلا من حديث شريك ‏.‏ وشريك يقول عبد الله بن عصم وإسرائيل يروي عن هذا الشيخ ويقول عبد الله بن عصمة ‏.‏ وفي الباب عن أسماء بنت أبي بكر ‏.‏,
125,40126, Sunan an-Nasa'i ,1, 126 ,The Book of Purification - كتاب الطهارة,"30123, 20032, 20012, 11660, 166",أخبرنا إسحاق بن إبراهيم، حدثنا وكيع، أنبأنا سفيان، عن أبي قيس، عن هزيل بن شرحبيل، عن المغيرة بن شعبة، أن رسول الله صلى الله عليه وسلم مسح على الجوربين والنعلين ‏.‏ قال أبو عبد الرحمن ما نعلم أحدا تابع أبا قيس على هذه الرواية والصحيح عن المغيرة أن النبي صلى الله عليه وسلم مسح على الخفين ‏.‏,
184,40185, Sunan an-Nasa'i ,1, 185 ,The Book of Purification - كتاب الطهارة,"30449, 20423, 11070, 30388, 17",أخبرنا محمد بن عبد الأعلى، قال حدثنا خالد، قال حدثنا ابن جريج، قال حدثني محمد بن يوسف، عن ابن يسار، عن ابن عباس، قال شهدت رسول الله صلى الله عليه وسلم أكل خبزا ولحما ثم قام إلى الصلاة ولم يتوضأ ‏.‏,
185,40186, Sunan an-Nasa'i ,1, 186 ,The Book of Purification - كتاب الطهارة,"38433, 20448, 20428, 11048, 34",أخبرنا عمرو بن منصور، قال حدثنا علي بن عياش، قال حدثنا شعيب، عن محمد بن المنكدر، قال سمعت جابر بن عبد الله، قال كان آخر الأمرين من رسول الله صلى الله عليه وسلم ترك الوضوء مما مست النار ‏.‏,
186,40187, Sunan an-Nasa'i ,1, 187 ,The Book of Purification - كتاب الطهارة,"20672, 36017, 30234, 20001, 11062, 11810, 1924",أخبرنا محمد بن سلمة، والحارث بن مسكين، قراءة عليه وأنا أسمع، - واللفظ له - عن ابن القاسم، قال حدثني مالك، عن يحيى بن سعيد، عن بشير بن يسار، مولى بني حارثة أن سويد بن النعمان، أخبره أنه، خرج مع رسول الله صلى الله عليه وسلم عام خيبر حتى إذا كانوا بالصهباء وهي من أدنى خيبر صلى العصر ثم دعا بالأزواد فلم يؤت إلا بالسويق فأمر به فثري فأكل وأكلنا ثم قام إلى المغرب فتمضمض وتمضمضنا ثم صلى ولم يتوضأ ‏.‏,
187,40188, Sunan an-Nasa'i ,1, 188 ,The Book of Purification - كتاب الطهارة,"30367, 20023, 11207, 11013, 11004, 17","أخبرنا قتيبة، قال حدثنا الليث، عن عقيل، عن الزهري، عن عبيد الله بن عبد الله، عن ابن عباس، أن النبي صلى الله عليه وسلم شرب لبنا ثم دعا بماء فتمضمض ثم قال ‏""‏ إن له دسما ‏""‏ ‏.‏",
78,40575, Sunan an-Nasa'i ,6, 576 ,The Book of the Times (of Prayer) - كتاب المواقيت,"30366, 20299, 11433, 11053",أخبرنا محمد بن عبد الله بن المبارك، قال حدثنا الفضل بن عنبسة، قال أنبأنا وهيب، عن ابن طاوس، عن أبيه، قال قالت عائشة أوهم عمر - رضى الله عنه - إنما نهى رسول الله صلى الله عليه وسلم أن يتحرى طلوع الشمس أو غروبها ‏.‏,
80,40577, Sunan an-Nasa'i ,6, 578 ,The Book of the Times (of Prayer) - كتاب المواقيت,"30153, 20031, 11065, 10511, 18","أخبرنا عمرو بن علي، قال حدثنا يحيى بن سعيد، قال حدثنا هشام، قال أخبرني أبي قال، أخبرني ابن عمر، أن رسول الله صلى الله عليه وسلم قال ‏""‏ لا تتحروا بصلاتكم طلوع الشمس ولا غروبها فإنها تطلع بين قرنى شيطان ‏""‏ ‏.‏",
39,40671, Sunan an-Nasa'i ,7, 672 ,The Book of the Adhan (The Call to Prayer) - كتاب الأذان,"30313, 20033, 20020, 11069, 11196, 18514",أخبرنا إسحاق بن منصور، قال أنبأنا عبد الرحمن، عن شعبة، عن الحكم، عن ابن أبي ليلى، عن عبد الله بن ربيعة، أنه كان مع رسول الله صلى الله عليه وسلم في سفر فسمع صوت رجل يؤذن فقال مثل قوله ثم قال إن هذا لراعي غنم أو عازب عن أهله ‏.‏ فنظروا فإذا هو راعي غنم ‏.‏,
22,50023, Sunan Ibn Majah ,0, 23 ,The Book of the Sunnah - كتاب المقدمة,"20386, 20020, 11381",قال أبو الحسن حدثنا يحيى بن عبد الله الكرابيسي، حدثنا علي بن الجعد، عن شعبة، عن عمرو بن مرة، مثل حديث علي رضى الله تعالى عنه ‏.‏,
41,50042, Sunan Ibn Majah ,0, 42 ,The Book of the Sunnah - كتاب المقدمة,"30561, 20383",حدثنا محمد بن عبد الله، أنبأنا الحسن بن موسى الأشيب، عن شعبة، مثل حديث سمرة بن جندب ‏.‏,
59,50060, Sunan Ibn Majah ,0, 60 ,The Book of the Sunnah - كتاب المقدمة,"30201, 20326, 10616, 18792, 4057, 11183, 11161, 13",حدثنا أبو بكر بن أبي شيبة، حدثنا أبو خالد الأحمر، عن ابن عجلان، ح وحدثنا عمرو بن رافع، حدثنا جرير، عن سهيل، جميعا عن عبد الله بن دينار، عن أبي صالح، عن أبي هريرة، عن النبي  صلى الله عليه وسلم  نحوه ‏.‏,
